sequenceID	source.name	species	subtype	genotype
JQ513482	ncbi-nuccore-hmpv	HMPV	B	B2
JQ513483	ncbi-nuccore-hmpv	HMPV	B	B2
JQ513484	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655423	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655424	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655425	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655426	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655427	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ655428	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ655429	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ655430	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655431	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ655432	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655433	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655434	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655435	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655436	ncbi-nuccore-hmpv	HMPV	A	-
JQ655437	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655438	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655439	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655440	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655441	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655442	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655443	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655444	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655445	ncbi-nuccore-hmpv	HMPV	A	-
JQ655446	ncbi-nuccore-hmpv	HMPV	B	B2
JQ655447	ncbi-nuccore-hmpv	HMPV	B	B2
JQ689389	ncbi-nuccore-hmpv	HMPV	A	A2a
JQ689390	ncbi-nuccore-hmpv	HMPV	A	-
JQ689391	ncbi-nuccore-hmpv	HMPV	A	-
JQ689392	ncbi-nuccore-hmpv	HMPV	B	B2
JQ689393	ncbi-nuccore-hmpv	HMPV	A	-
JQ689394	ncbi-nuccore-hmpv	HMPV	A	-
JQ689395	ncbi-nuccore-hmpv	HMPV	A	-
JQ689396	ncbi-nuccore-hmpv	HMPV	A	-
JQ689397	ncbi-nuccore-hmpv	HMPV	A	-
JQ689398	ncbi-nuccore-hmpv	HMPV	A	-
JQ689399	ncbi-nuccore-hmpv	HMPV	A	-
JQ745049	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745050	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745051	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745052	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ745053	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745054	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745055	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745056	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745057	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745058	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745059	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745060	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745061	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745062	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745063	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745064	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745065	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745066	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745067	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745068	ncbi-nuccore-hmpv	HMPV	A	A2a
JQ745069	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745070	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745071	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745072	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745073	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745074	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745075	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745076	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745077	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745078	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745079	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745080	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745081	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745082	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745083	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745084	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745085	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745086	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745087	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745088	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745089	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745090	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745091	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745092	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745093	ncbi-nuccore-hmpv	HMPV	B	B1
JQ745094	ncbi-nuccore-hmpv	HMPV	B	B1
JQ772484	ncbi-nuccore-hmpv	HMPV	B	-
JQ772485	ncbi-nuccore-hmpv	HMPV	B	-
JQ772486	ncbi-nuccore-hmpv	HMPV	B	-
JQ772487	ncbi-nuccore-hmpv	HMPV	B	-
JQ772488	ncbi-nuccore-hmpv	HMPV	B	-
JQ772489	ncbi-nuccore-hmpv	HMPV	B	-
JQ772490	ncbi-nuccore-hmpv	HMPV	B	-
JQ772491	ncbi-nuccore-hmpv	HMPV	B	-
JQ772492	ncbi-nuccore-hmpv	HMPV	B	-
JQ772493	ncbi-nuccore-hmpv	HMPV	B	-
JQ772494	ncbi-nuccore-hmpv	HMPV	B	-
JQ772495	ncbi-nuccore-hmpv	HMPV	-	-
JQ772496	ncbi-nuccore-hmpv	HMPV	B	-
JQ772497	ncbi-nuccore-hmpv	HMPV	B	-
JQ772498	ncbi-nuccore-hmpv	HMPV	B	-
JQ825165	ncbi-nuccore-hmpv	HMPV	B	B2
JQ825166	ncbi-nuccore-hmpv	HMPV	A	A2b2
JQ888113	ncbi-nuccore-hmpv	HMPV	A	A2b1
JQ888114	ncbi-nuccore-hmpv	HMPV	A	A2b1
JQ888115	ncbi-nuccore-hmpv	HMPV	A	A2b1
JQ888116	ncbi-nuccore-hmpv	HMPV	-	-
JQ888117	ncbi-nuccore-hmpv	HMPV	A	A2b1
JQ888118	ncbi-nuccore-hmpv	HMPV	A	A2b1
JQ993432	ncbi-nuccore-hmpv	HMPV	B	-
JQ993433	ncbi-nuccore-hmpv	HMPV	B	-
JQ993434	ncbi-nuccore-hmpv	HMPV	B	-
JQ993435	ncbi-nuccore-hmpv	HMPV	B	-
JQ993436	ncbi-nuccore-hmpv	HMPV	B	-
JQ993437	ncbi-nuccore-hmpv	HMPV	B	-
JQ993438	ncbi-nuccore-hmpv	HMPV	B	-
JQ993439	ncbi-nuccore-hmpv	HMPV	B	-
JQ993440	ncbi-nuccore-hmpv	HMPV	B	-
JQ993441	ncbi-nuccore-hmpv	HMPV	B	-
JQ993442	ncbi-nuccore-hmpv	HMPV	B	-
JX082172	ncbi-nuccore-hmpv	HMPV	A	-
JX082173	ncbi-nuccore-hmpv	HMPV	A	A1
JX082174	ncbi-nuccore-hmpv	HMPV	A	-
JX082175	ncbi-nuccore-hmpv	HMPV	A	-
JX082176	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX082177	ncbi-nuccore-hmpv	HMPV	A	-
JX082178	ncbi-nuccore-hmpv	HMPV	B	B1
JX082179	ncbi-nuccore-hmpv	HMPV	A	-
JX082180	ncbi-nuccore-hmpv	HMPV	A	-
JX082181	ncbi-nuccore-hmpv	HMPV	A	-
JX082182	ncbi-nuccore-hmpv	HMPV	A	-
JX082183	ncbi-nuccore-hmpv	HMPV	A	-
JX082184	ncbi-nuccore-hmpv	HMPV	A	-
JX082185	ncbi-nuccore-hmpv	HMPV	A	-
JX082186	ncbi-nuccore-hmpv	HMPV	A	-
JX082187	ncbi-nuccore-hmpv	HMPV	A	-
JX082188	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX082189	ncbi-nuccore-hmpv	HMPV	A	-
JX082190	ncbi-nuccore-hmpv	HMPV	A	-
JX082191	ncbi-nuccore-hmpv	HMPV	A	-
JX082192	ncbi-nuccore-hmpv	HMPV	A	-
JX082193	ncbi-nuccore-hmpv	HMPV	A	-
JX082194	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX139005	ncbi-nuccore-hmpv	HMPV	A	-
JX139006	ncbi-nuccore-hmpv	HMPV	A	A1
JX139007	ncbi-nuccore-hmpv	HMPV	A	-
JX139008	ncbi-nuccore-hmpv	HMPV	A	-
JX139009	ncbi-nuccore-hmpv	HMPV	A	-
JX139010	ncbi-nuccore-hmpv	HMPV	A	-
JX139011	ncbi-nuccore-hmpv	HMPV	B	B1
JX139012	ncbi-nuccore-hmpv	HMPV	A	-
JX139013	ncbi-nuccore-hmpv	HMPV	A	-
JX139014	ncbi-nuccore-hmpv	HMPV	A	-
JX139015	ncbi-nuccore-hmpv	HMPV	A	-
JX139016	ncbi-nuccore-hmpv	HMPV	A	-
JX139017	ncbi-nuccore-hmpv	HMPV	A	-
JX139018	ncbi-nuccore-hmpv	HMPV	A	-
JX139019	ncbi-nuccore-hmpv	HMPV	A	-
JX139020	ncbi-nuccore-hmpv	HMPV	A	-
JX139021	ncbi-nuccore-hmpv	HMPV	A	-
JX139022	ncbi-nuccore-hmpv	HMPV	A	-
JX139023	ncbi-nuccore-hmpv	HMPV	A	-
JX139024	ncbi-nuccore-hmpv	HMPV	A	-
JX139025	ncbi-nuccore-hmpv	HMPV	A	-
JX139026	ncbi-nuccore-hmpv	HMPV	A	-
JX139027	ncbi-nuccore-hmpv	HMPV	A	-
JX489498	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX489499	ncbi-nuccore-hmpv	HMPV	B	B2
JX494311	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494312	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494313	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494314	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494315	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494316	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494317	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494318	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494319	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494320	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494321	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494322	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494323	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494324	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494325	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494326	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494327	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494328	ncbi-nuccore-hmpv	HMPV	A	A2b1
JX494329	ncbi-nuccore-hmpv	HMPV	B	B2
JX494330	ncbi-nuccore-hmpv	HMPV	B	B2
JX494331	ncbi-nuccore-hmpv	HMPV	B	B2
JX494332	ncbi-nuccore-hmpv	HMPV	B	B2
JX494333	ncbi-nuccore-hmpv	HMPV	B	B1
JX494334	ncbi-nuccore-hmpv	HMPV	B	B1
JX494335	ncbi-nuccore-hmpv	HMPV	B	B1
JX494336	ncbi-nuccore-hmpv	HMPV	B	B1
JX494337	ncbi-nuccore-hmpv	HMPV	B	B1
JX494338	ncbi-nuccore-hmpv	HMPV	B	B1
JX494339	ncbi-nuccore-hmpv	HMPV	B	B1
JX494340	ncbi-nuccore-hmpv	HMPV	B	B1
JX494341	ncbi-nuccore-hmpv	HMPV	B	B1
JX494342	ncbi-nuccore-hmpv	HMPV	B	B1
JX494343	ncbi-nuccore-hmpv	HMPV	B	B1
JX494344	ncbi-nuccore-hmpv	HMPV	B	B1
JX494345	ncbi-nuccore-hmpv	HMPV	B	B1
JX494346	ncbi-nuccore-hmpv	HMPV	B	B1
JX494347	ncbi-nuccore-hmpv	HMPV	B	B1
JX966477	ncbi-nuccore-hmpv	HMPV	B	B1
JX966478	ncbi-nuccore-hmpv	HMPV	B	B1
JX966479	ncbi-nuccore-hmpv	HMPV	B	B1
JX966480	ncbi-nuccore-hmpv	HMPV	B	B1
JX966481	ncbi-nuccore-hmpv	HMPV	B	B1
JX966482	ncbi-nuccore-hmpv	HMPV	B	B1
JX966483	ncbi-nuccore-hmpv	HMPV	B	B1
JX966484	ncbi-nuccore-hmpv	HMPV	B	B1
JX966485	ncbi-nuccore-hmpv	HMPV	A	-
JX997977	ncbi-nuccore-hmpv	HMPV	B	B1
KC210054	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210055	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210056	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210057	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210058	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210059	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210060	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210061	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210062	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210063	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210064	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210065	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210066	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210067	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210068	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210069	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210070	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210071	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210072	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210073	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210074	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210075	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210076	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210077	ncbi-nuccore-hmpv	HMPV	B	B2
KC210078	ncbi-nuccore-hmpv	HMPV	B	B2
KC210079	ncbi-nuccore-hmpv	HMPV	B	B2
KC210080	ncbi-nuccore-hmpv	HMPV	B	B2
KC210081	ncbi-nuccore-hmpv	HMPV	B	B2
KC210082	ncbi-nuccore-hmpv	HMPV	B	B2
KC210083	ncbi-nuccore-hmpv	HMPV	B	B2
KC210084	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210085	ncbi-nuccore-hmpv	HMPV	B	B2
KC210086	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210087	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210088	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210089	ncbi-nuccore-hmpv	HMPV	A	A2a
KC210090	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC210091	ncbi-nuccore-hmpv	HMPV	B	B2
KC350987	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC350988	ncbi-nuccore-hmpv	HMPV	B	B2
KC350989	ncbi-nuccore-hmpv	HMPV	B	B2
KC350990	ncbi-nuccore-hmpv	HMPV	B	B2
KC350991	ncbi-nuccore-hmpv	HMPV	B	B2
KC350992	ncbi-nuccore-hmpv	HMPV	B	B2
KC350993	ncbi-nuccore-hmpv	HMPV	B	B2
KC350994	ncbi-nuccore-hmpv	HMPV	B	B2
KC350995	ncbi-nuccore-hmpv	HMPV	B	B2
KC350996	ncbi-nuccore-hmpv	HMPV	B	B2
KC350997	ncbi-nuccore-hmpv	HMPV	B	B2
KC350998	ncbi-nuccore-hmpv	HMPV	B	B2
KC350999	ncbi-nuccore-hmpv	HMPV	B	B2
KC351000	ncbi-nuccore-hmpv	HMPV	B	B2
KC351001	ncbi-nuccore-hmpv	HMPV	B	B2
KC351002	ncbi-nuccore-hmpv	HMPV	B	B2
KC351003	ncbi-nuccore-hmpv	HMPV	B	B2
KC351004	ncbi-nuccore-hmpv	HMPV	B	B2
KC351005	ncbi-nuccore-hmpv	HMPV	B	B2
KC351006	ncbi-nuccore-hmpv	HMPV	B	B2
KC351007	ncbi-nuccore-hmpv	HMPV	B	B2
KC351008	ncbi-nuccore-hmpv	HMPV	B	B2
KC351009	ncbi-nuccore-hmpv	HMPV	B	B2
KC351010	ncbi-nuccore-hmpv	HMPV	B	B2
KC351011	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351012	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351013	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351014	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351015	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351016	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351017	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351018	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351019	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351020	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351021	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351022	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351023	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351024	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351025	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351026	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351027	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351028	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351029	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351030	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351031	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351032	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351033	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351034	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351035	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351036	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351037	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351038	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351039	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351040	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351041	ncbi-nuccore-hmpv	HMPV	A	-
KC351042	ncbi-nuccore-hmpv	HMPV	A	-
KC351043	ncbi-nuccore-hmpv	HMPV	B	B1
KC351044	ncbi-nuccore-hmpv	HMPV	B	B1
KC351045	ncbi-nuccore-hmpv	HMPV	B	B1
KC351046	ncbi-nuccore-hmpv	HMPV	B	B1
KC351047	ncbi-nuccore-hmpv	HMPV	B	B1
KC351048	ncbi-nuccore-hmpv	HMPV	B	B1
KC351049	ncbi-nuccore-hmpv	HMPV	B	B1
KC351050	ncbi-nuccore-hmpv	HMPV	B	B1
KC351051	ncbi-nuccore-hmpv	HMPV	B	B1
KC351052	ncbi-nuccore-hmpv	HMPV	B	B1
KC351053	ncbi-nuccore-hmpv	HMPV	B	B1
KC351054	ncbi-nuccore-hmpv	HMPV	B	B1
KC351055	ncbi-nuccore-hmpv	HMPV	B	B1
KC351056	ncbi-nuccore-hmpv	HMPV	B	B1
KC351057	ncbi-nuccore-hmpv	HMPV	B	B1
KC351058	ncbi-nuccore-hmpv	HMPV	B	B1
KC351059	ncbi-nuccore-hmpv	HMPV	B	B1
KC351060	ncbi-nuccore-hmpv	HMPV	B	B1
KC351061	ncbi-nuccore-hmpv	HMPV	B	B1
KC351062	ncbi-nuccore-hmpv	HMPV	B	B1
KC351063	ncbi-nuccore-hmpv	HMPV	B	B1
KC351064	ncbi-nuccore-hmpv	HMPV	B	B1
KC351065	ncbi-nuccore-hmpv	HMPV	B	B1
KC351066	ncbi-nuccore-hmpv	HMPV	B	B1
KC351067	ncbi-nuccore-hmpv	HMPV	B	B1
KC351068	ncbi-nuccore-hmpv	HMPV	B	B1
KC351069	ncbi-nuccore-hmpv	HMPV	B	B1
KC351070	ncbi-nuccore-hmpv	HMPV	B	B1
KC351071	ncbi-nuccore-hmpv	HMPV	B	B1
KC351072	ncbi-nuccore-hmpv	HMPV	B	B1
KC351073	ncbi-nuccore-hmpv	HMPV	B	B1
KC351074	ncbi-nuccore-hmpv	HMPV	B	B1
KC351075	ncbi-nuccore-hmpv	HMPV	B	B1
KC351076	ncbi-nuccore-hmpv	HMPV	B	B1
KC351077	ncbi-nuccore-hmpv	HMPV	B	B1
KC351078	ncbi-nuccore-hmpv	HMPV	B	B1
KC351079	ncbi-nuccore-hmpv	HMPV	B	B1
KC351080	ncbi-nuccore-hmpv	HMPV	B	B1
KC351081	ncbi-nuccore-hmpv	HMPV	B	B1
KC351082	ncbi-nuccore-hmpv	HMPV	B	B1
KC351083	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351084	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351085	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351086	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351087	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351088	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351089	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351090	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351091	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351092	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351093	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351094	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351095	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351096	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351097	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351098	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351099	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351100	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351101	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351102	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351103	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351104	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351105	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351106	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351107	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351108	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351109	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351110	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351111	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351112	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351113	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351114	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351115	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351116	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351117	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351118	ncbi-nuccore-hmpv	HMPV	A	A2b2
KC351119	ncbi-nuccore-hmpv	HMPV	B	B1
KC351120	ncbi-nuccore-hmpv	HMPV	B	B1
KC351121	ncbi-nuccore-hmpv	HMPV	B	B1
KC351122	ncbi-nuccore-hmpv	HMPV	B	-
KC351123	ncbi-nuccore-hmpv	HMPV	B	B1
KC351124	ncbi-nuccore-hmpv	HMPV	B	B1
KC351125	ncbi-nuccore-hmpv	HMPV	B	-
KC351126	ncbi-nuccore-hmpv	HMPV	B	B1
KC351127	ncbi-nuccore-hmpv	HMPV	B	B1
KC351128	ncbi-nuccore-hmpv	HMPV	B	B1
KC351129	ncbi-nuccore-hmpv	HMPV	B	B1
KC351130	ncbi-nuccore-hmpv	HMPV	B	B1
KC351131	ncbi-nuccore-hmpv	HMPV	B	-
KC351132	ncbi-nuccore-hmpv	HMPV	B	-
KC351133	ncbi-nuccore-hmpv	HMPV	B	B1
KC351134	ncbi-nuccore-hmpv	HMPV	B	B1
KC351135	ncbi-nuccore-hmpv	HMPV	B	-
KC351136	ncbi-nuccore-hmpv	HMPV	B	-
KC351137	ncbi-nuccore-hmpv	HMPV	B	-
KC351138	ncbi-nuccore-hmpv	HMPV	B	-
KC351139	ncbi-nuccore-hmpv	HMPV	B	-
KC351140	ncbi-nuccore-hmpv	HMPV	B	-
KC351141	ncbi-nuccore-hmpv	HMPV	B	B1
KC351142	ncbi-nuccore-hmpv	HMPV	B	B1
KC351143	ncbi-nuccore-hmpv	HMPV	B	-
KC351144	ncbi-nuccore-hmpv	HMPV	B	-
KC351145	ncbi-nuccore-hmpv	HMPV	B	-
KC351146	ncbi-nuccore-hmpv	HMPV	B	-
KC351147	ncbi-nuccore-hmpv	HMPV	B	B1
KC351148	ncbi-nuccore-hmpv	HMPV	B	B1
KC351149	ncbi-nuccore-hmpv	HMPV	B	B1
KC351150	ncbi-nuccore-hmpv	HMPV	B	B1
KC351151	ncbi-nuccore-hmpv	HMPV	B	B1
KC351152	ncbi-nuccore-hmpv	HMPV	B	B1
KC351153	ncbi-nuccore-hmpv	HMPV	B	B1
KC351154	ncbi-nuccore-hmpv	HMPV	B	B1
KC351155	ncbi-nuccore-hmpv	HMPV	B	B1
KC351156	ncbi-nuccore-hmpv	HMPV	B	B1
KC351157	ncbi-nuccore-hmpv	HMPV	B	B1
KC351158	ncbi-nuccore-hmpv	HMPV	B	B2
KC351159	ncbi-nuccore-hmpv	HMPV	B	B2
KC351160	ncbi-nuccore-hmpv	HMPV	B	B2
KC351161	ncbi-nuccore-hmpv	HMPV	B	B2
KC351162	ncbi-nuccore-hmpv	HMPV	B	B2
KC351163	ncbi-nuccore-hmpv	HMPV	B	B2
KC351164	ncbi-nuccore-hmpv	HMPV	B	B2
KC351165	ncbi-nuccore-hmpv	HMPV	B	B2
KC351166	ncbi-nuccore-hmpv	HMPV	B	B2
KC351167	ncbi-nuccore-hmpv	HMPV	B	B2
KC351168	ncbi-nuccore-hmpv	HMPV	B	B2
KC351169	ncbi-nuccore-hmpv	HMPV	B	B2
KC351170	ncbi-nuccore-hmpv	HMPV	B	B2
KC351171	ncbi-nuccore-hmpv	HMPV	B	B2
KC351172	ncbi-nuccore-hmpv	HMPV	B	B2
KC351173	ncbi-nuccore-hmpv	HMPV	B	B2
KC351174	ncbi-nuccore-hmpv	HMPV	B	B2
KC351175	ncbi-nuccore-hmpv	HMPV	B	B2
KC351176	ncbi-nuccore-hmpv	HMPV	B	B2
KC351177	ncbi-nuccore-hmpv	HMPV	B	B2
KC351178	ncbi-nuccore-hmpv	HMPV	B	B2
KC351179	ncbi-nuccore-hmpv	HMPV	B	B2
KC351180	ncbi-nuccore-hmpv	HMPV	B	B2
KC351181	ncbi-nuccore-hmpv	HMPV	B	B2
KC403971	ncbi-nuccore-hmpv	HMPV	B	B2
KC403972	ncbi-nuccore-hmpv	HMPV	B	B2
KC403973	ncbi-nuccore-hmpv	HMPV	A	A1
KC403974	ncbi-nuccore-hmpv	HMPV	B	B1
KC403975	ncbi-nuccore-hmpv	HMPV	A	A1
KC403976	ncbi-nuccore-hmpv	HMPV	A	A1
KC403977	ncbi-nuccore-hmpv	HMPV	A	A1
KC403978	ncbi-nuccore-hmpv	HMPV	A	A2b1
KC403979	ncbi-nuccore-hmpv	HMPV	A	A2a
